symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
SLVRF,Silver One Resources Inc.,0.6100,0.0055,+0.91%,"98,741","575,404",122.477M,,575404,122477000
ATGVF,Active Energy Group PLC,0.0195,0.0,0.00%,800,662,122.277M,,662,122277000
AGFS,"AgroFresh Solutions, Inc.",2.3000,-0.23,-9.09%,"181,249","198,860",122.026M,,198860,122026000
GLDXF,Gold X Mining Corp.,2.3199,-0.01,-0.43%,"9,112","37,100",121.96M,,37100,121960000
NOURF,Northern Minerals Limited,0.0650,0.0,0.00%,75,"31,018",121.904M,,31018,121904000
CRVS,"Corvus Pharmaceuticals, Inc.",3.2200,0.07,+2.22%,"266,637","878,093",121.863M,,878093,121863000
AUGG,Augusta Gold Corp.,2.1900,0.02,+0.92%,"6,953","53,691",121.856M,,53691,121856000
MGCLF,MGC Pharmaceuticals Limited,0.0580,0.008,+16.00%,"456,481","789,201",121.716M,,789201,121716000
EFF,Eaton Vance Floating-Rate Income Plus Fund,15.99,0.01,+0.06%,"6,532","29,753",121.627M,,29753,121627000
UONE,"Urban One, Inc.",5.80,0.17,+3.02%,"302,445",1.499M,121.572M,,1499000,121572000
NXGWF,Next Green Wave Holdings Inc.,0.7235,0.0325,+4.70%,"299,494","785,828",121.436M,,785828,121436000
TGA,TransGlobe Energy Corporation,1.6748,0.1248,+8.05%,"378,025","505,075",121.322M,,505075,121322000
CWRK,CurrencyWorks Inc.,2.5700,0.33,+14.73%,1.467M,"975,545",120.963M,,975545,120963000
FCRD,"First Eagle Alternative Capital BDC, Inc.",4.0050,-0.015,-0.37%,"51,506","68,245",120.588M,,68245,120588000
KLXE,"KLX Energy Services Holdings, Inc.",14.13,-0.08,-0.56%,"24,868","140,493",120.248M,,140493,120248000
CPST,Capstone Turbine Corporation,9.49,0.36,+3.94%,"82,849","498,576",120.152M,,498576,120152000
NM,Navios Maritime Holdings Inc.,7.55,-0.3,-3.82%,"316,872","203,678",119.896M,,203678,119896000
KERN,Akerna Corp.,5.55,0.35,+6.73%,6.493M,3.182M,119.866M,,3182000,119866000
REPH,"Recro Pharma, Inc.",3.6073,0.1673,+4.86%,"226,665",1.34M,119.814M,,1340000,119814000
FARYF,FAR Limited,0.0120,0.0,0.00%,"1,000","100,016",119.746M,,100016,119746000
JMP,JMP Group LLC,6.05,0.49,+8.81%,"136,483","456,635",119.73M,,456635,119730000
PCSA,"Processa Pharmaceuticals, Inc.",11.32,-0.38,-3.25%,"14,091","61,956",119.603M,,61956,119603000
ERH,Wells Fargo Advantage Utilities and High Income Fund,12.88,0.1,+0.79%,"11,494","25,450",119.464M,990.78,25450,119464000
NYC,"New York City REIT, Inc.",9.33,-0.07,-0.74%,"15,741","32,015",119.449M,,32015,119449000
FAT,FAT Brands Inc.,10.00,0.0,0.00%,"62,456","149,018",119.263M,,149018,119263000
DCTH,"Delcath Systems, Inc.",19.07,0.21,+1.12%,"22,973","125,671",119.184M,,125671,119184000
ALRN,"Aileron Therapeutics, Inc.",1.4250,0.005,+0.35%,"877,007",4.306M,119.145M,,4306000,119145000
CXDO,"Crexendo, Inc.",6.63,0.0,0.00%,"29,964","49,218",119.096M,14.41,49218,119096000
CHFW,Consonance-HFW Acquisition Corp.,9.98,0.11,+1.06%,"10,860","38,639",119.042M,,38639,119042000
REFR,Research Frontiers Incorporated,3.7700,0.02,+0.53%,"100,182","400,170",119.041M,,400170,119041000
OFS,OFS Capital Corporation,8.86,0.05,+0.57%,"33,960","50,626",118.803M,32.10,50626,118803000
FTSSF,First Cobalt Corp.,0.2636,-0.0018,-0.68%,"257,771",1.379M,118.563M,,1379000,118563000
OGEN,"Oragenics, Inc.",1.0800,0.02,+1.89%,9.892M,27.26M,118.418M,,27260000,118418000
ADOC,Edoc Acquisition Corp.,10.03,0.0,0.00%,101,"75,236",118.394M,,75236,118394000
GCV,The Gabelli Convertible and Income Securities Fund Inc.,6.29,0.14,+2.28%,"26,609","45,776",118.387M,4.04,45776,118387000
MBRX,"Moleculin Biotech, Inc.",4.1650,0.205,+5.18%,"601,531",2.453M,118.37M,,2453000,118370000
GBRRF,Gabriel Resources Ltd.,0.1972,0.0032,+1.68%,500,"25,421",118.273M,,25421,118273000
MRKR,"Marker Therapeutics, Inc.",2.4600,-0.05,-1.99%,"227,398","619,985",118.142M,,619985,118142000
UEXCF,UEX Corporation,0.2621,0.0124,+4.97%,"46,501","456,160",118.112M,,456160,118112000
OPGN,"OpGen, Inc.",3.0601,0.1801,+6.25%,7.269M,11.406M,118.095M,,11406000,118095000
GGTTF,GTEC Holdings Ltd.,0.7419,-0.0512,-6.46%,3.65M,1.939M,117.991M,,1939000,117991000
STSA,"Satsuma Pharmaceuticals, Inc.",6.75,0.1,+1.49%,"42,895","502,388",117.586M,,502388,117586000
RIOFF,Rio2 Limited,0.6400,-0.0106,-1.63%,"35,500","230,747",116.84M,,230747,116840000
PGP,PIMCO Global StocksPLUS & Income Fund,10.56,0.16,+1.54%,"71,962","43,676",116.604M,15.30,43676,116604000
RPMT,"Rego Payment Architectures, Inc.",0.9699,0.0199,+2.09%,"9,425","147,141",116.482M,,147141,116482000
CAPR,"Capricor Therapeutics, Inc.",5.69,0.25,+4.60%,"151,467",1.009M,116.348M,,1008999,116348000
MCHX,"Marchex, Inc.",2.9400,-0.02,-0.68%,"26,089","114,850",116.338M,,114850,116338000
MRAM,"Everspin Technologies, Inc.",6.09,0.91,+17.57%,"640,708","234,456",116.181M,,234456,116181000
DEX,Delaware Enhanced Global Dividend and Income Fund,9.76,0.01,+0.11%,"14,179","33,261",116.15M,,33261,116150000
OBELF,Obsidian Energy Ltd.,1.5700,0.0441,+2.89%,"111,256","175,840",115.65M,,175840,115650000
ZKIN,"ZK International Group Co., Ltd.",5.86,0.2,+3.45%,"417,145",1.503M,115.562M,,1503000,115562000
ATNM,"Actinium Pharmaceuticals, Inc.",8.50,0.44,+5.46%,"257,191","515,461",115.485M,,515461,115485000
CHRA,"Charah Solutions, Inc.",3.8500,0.23,+6.35%,"56,209","676,773",115.472M,,676773,115472000
CRYBF,Extreme Vehicle Battery Technologies Corp.,0.3685,-0.0115,-3.03%,"762,845",2.293M,115.327M,,2293000,115327000
AKTX,"Akari Therapeutics, Plc",2.9899,0.0899,+3.10%,"36,340","287,728",115.031M,,287728,115031000
CYSNF,C-Com Satellite Systems Inc.,2.9700,-0.1761,-5.60%,"32,025","35,667",114.932M,123.75,35667,114932000
LWLG,"Lightwave Logic, Inc.",1.1700,0.01,+0.86%,"154,709","318,288",114.855M,,318288,114855000
AMST,Amesite Inc.,5.59,-0.14,-2.44%,"13,648","115,783",114.795M,,115783,114795000
EDTX,EdtechX Holdings Acquisition Corp. II,9.98,0.1,+1.01%,391,"58,858",114.77M,,58858,114770000
ELYGF,Ely Gold Royalties Inc.,0.7203,0.0002,+0.03%,"98,243","271,151",114.738M,,271151,114738000
AUMN,Golden Minerals Company,0.7058,0.0084,+1.20%,"842,265",2.922M,114.671M,,2922000,114671000
NHVCF,Northern Vertex Mining Corp.,0.3000,-0.0094,-3.04%,"59,001","152,859",113.956M,,152859,113956000
FVAM,5:01 Acquisition Corp.,10.10,-0.06,-0.64%,"2,998","37,455",113.942M,,37455,113942000
INTT,inTEST Corporation,10.82,0.2,+1.88%,"77,028","67,540",113.925M,,67540,113925000
BNNLF,Bannerman Resources Limited,0.1019,0.0012,+1.20%,"517,840",1.276M,113.786M,,1276000,113786000
LUMO,"Lumos Pharma, Inc.",13.62,0.37,+2.79%,"101,202","41,025",113.395M,,41025,113395000
USWS,"U.S. Well Services, Inc.",1.5301,-0.0199,-1.28%,2.991M,9.226M,113.333M,,9226000,113333000
SLNO,"Soleno Therapeutics, Inc.",1.4200,0.02,+1.43%,3.73M,"802,101",113.208M,,802101,113208000
GASS,StealthGas Inc.,2.9900,0.06,+2.05%,"46,854","167,248",113.197M,9.58,167248,113197000
CORR,"CorEnergy Infrastructure Trust, Inc.",8.26,0.03,+0.36%,"186,559","476,585",112.753M,,476585,112753000
NBAC,Newborn Acquisition Corp.,15.11,0.67,+4.64%,"87,094","502,295",112.721M,,502295,112721000
SLVTF,Silver Tiger Metals Inc.,0.4350,0.0159,+3.79%,"69,818","102,988",112.681M,,102988,112681000
RRIF,Rainforest Resources Inc.,2.3600,-0.09,-3.67%,"2,550","30,790",112.398M,,30790,112398000
RGLS,Regulus Therapeutics Inc.,1.5500,0.19,+13.97%,2.776M,2.189M,112.382M,,2189000,112382000
OBCI,"Ocean Bio-Chem, Inc.",11.86,0.29,+2.51%,"26,150","43,255",112.221M,11.98,43255,112221000
FTEK,"Fuel Tech, Inc.",3.7100,0.31,+9.12%,"899,795",1.615M,112.147M,,1615000,112147000
IAE,Voya Asia Pacific High Dividend Equity Income Fund,9.42,0.1,+1.07%,"57,310","46,223",112.088M,,46223,112088000
ENTX,Entera Bio Ltd.,5.32,3.72,+232.50%,316.849M,"525,305",112.065M,,525305,112065000
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,7.86,-0.06,-0.76%,"19,437","46,100",111.981M,,46100,111981000
MENEF,Mene Inc.,0.4534,-0.016,-3.41%,"9,936","67,903",111.724M,,67903,111724000
ARMP,Armata Pharmaceuticals Inc.,5.41,0.01,+0.19%,"10,751","56,685",111.491M,,56685,111491000
COCP,"Cocrystal Pharma, Inc.",1.6200,0.14,+9.46%,"579,476",3.082M,111.073M,,3082000,111073000
SLGWF,SLANG Worldwide Inc.,0.3440,0.0072,+2.14%,"178,849","782,188",110.954M,,782188,110954000
MMLP,Martin Midstream Partners L.P.,2.8500,-0.08,-2.73%,"403,046","309,951",110.846M,,309951,110846000
CRTPF,Cardiol Therapeutics Inc.,3.4100,0.16,+4.92%,"23,666","130,233",110.764M,,130233,110764000
PRPH,"ProPhase Labs, Inc.",7.20,0.48,+7.14%,"61,945","200,285",110.41M,,200285,110410000
YNVYF,Ynvisible Interactive Inc.,1.2432,-0.0568,-4.37%,"49,908","35,671",110.01M,,35671,110010000
GMGI,"Golden Matrix Group, Inc.",5.15,-0.15,-2.83%,"21,526","67,668",109.863M,78.03,67668,109863000
MTL-P,Mechel PAO,0.5269,-0.0031,-0.58%,"264,661","130,188",109.666M,0.30,130188,109666000
HSSHF,Digihost Technology Inc.,2.4500,-0.14,-5.41%,"96,744","238,507",109.233M,,238507,109233000
RVVTF,Revive Therapeutics Ltd.,0.4299,0.0019,+0.44%,1.344M,3.963M,109.1M,,3963000,109100000
LSYN,Liberated Syndication Inc.,4.1000,-0.02,-0.49%,"6,518","31,245",109.012M,,31245,109012000
STCN,"Steel Connect, Inc.",1.7350,-0.045,-2.53%,"131,164","963,690",108.948M,,963690,108948000
AAGFF,Aftermath Silver Ltd.,0.8567,0.0467,+5.77%,"131,755","547,475",108.749M,,547475,108749000
CNTTQ,CannTrust Holdings Inc.,0.7700,0.02,+2.67%,"119,254","430,210",108.724M,,430210,108724000
SBOW,"SilverBow Resources, Inc.",9.10,0.65,+7.75%,"110,553","65,673",108.684M,,65673,108684000
CHAQ,Chardan Healthcare Acquisition 2 Corp.,10.05,-0.07,-0.72%,"31,848","29,843",108.322M,,29843,108322000
WEI,Weidai Ltd.,1.5350,0.025,+1.66%,"329,389",1.414M,108.158M,1.10,1414000,108158000
CHXMF,Troilus Gold Corp.,0.8300,0.0471,+6.02%,"12,122","55,759",107.937M,,55759,107937000
VS,Versus Systems Inc.,8.77,0.22,+2.63%,"35,924","41,769",107.693M,,41769,107693000
ISSC,"Innovative Solutions and Support, Inc.",6.24,0.01,+0.16%,"14,116","39,040",107.589M,34.67,39040,107589000
FGPHF,First Graphene Limited,0.2000,0.0,0.00%,"66,170","396,168",107.558M,,396168,107558000
KRKNF,Kraken Robotics Inc.,0.6502,0.0188,+2.98%,"290,124","716,200",107.478M,,716200,107478000
ADES,"Advanced Emissions Solutions, Inc.",5.77,0.02,+0.35%,"145,284","140,368",107.021M,,140368,107021000
CANWF,Orca Gold Inc.,0.4500,0.0,0.00%,"23,600","103,578",106.982M,,103578,106982000
TAALF,Taal Distributed Information Technologies Inc.,3.9550,0.1724,+4.56%,"22,705","46,597",106.852M,,46597,106852000
ATXI,"Avenue Therapeutics, Inc.",6.38,0.55,+9.43%,"90,107","422,216",106.851M,,422216,106851000
MAGS,Magal Security Systems Ltd.,4.6100,0.05,+1.10%,"37,528","101,958",106.74M,57.63,101958,106740000
TACT,TransAct Technologies Incorporated,11.95,-0.48,-3.86%,"13,421","36,883",106.7M,,36883,106700000
NWHM,The New Home Company Inc.,5.90,0.27,+4.80%,"54,357","79,651",106.625M,,79651,106625000
AIKI,AIkido Pharma Inc.,1.2000,0.02,+1.69%,5.098M,19.13M,106.591M,,19130000,106591000
ENTEF,ESE Entertainment Inc.,2.5100,0.0607,+2.48%,"57,280","171,352",106.505M,,171352,106505000
FSLF,First Eagle Senior Loan Fund,14.35,0.01,+0.07%,"55,672","32,011",106.463M,,32011,106463000
VRSRF,Versarien plc,0.5500,0.018,+3.38%,"2,433","36,381",106.449M,,36381,106449000
ERLFF,Entrée Resources Ltd.,0.5829,0.03,+5.43%,"18,640","85,454",106.268M,,85454,106268000
AIKI,AIkido Pharma Inc.,1.1950,0.015,+1.27%,5.099M,19.13M,106.147M,,19130000,106147000
APM,Aptorum Group Limited,3.1200,0.14,+4.70%,"330,210","693,750",106.117M,,693750,106117000
HGBL,Heritage Global Inc.,3.0000,0.0,0.00%,"354,106","243,280",106.069M,10.00,243280,106069000
DMEHF,Desert Mountain Energy Corp.,1.7824,-0.1671,-8.57%,"49,700","37,671",105.634M,,37671,105634000
SACH,Sachem Capital Corp.,4.7700,0.05,+1.06%,"81,467","129,830",105.535M,14.41,129830,105535000
WTER,The Alkaline Water Company Inc.,1.2100,0.01,+0.83%,"547,326",2.244M,105.522M,,2244000,105522000
GROW,"U.S. Global Investors, Inc.",6.99,0.19,+2.79%,"86,835","386,033",105.309M,5.74,386033,105309000
DLNG,Dynagas LNG Partners LP,2.9550,0.065,+2.25%,"44,735","135,868",105.235M,6.07,135868,105235000
DFFN,Diffusion Pharmaceuticals Inc.,1.0349,0.0847,+8.91%,2.629M,7.779M,105.226M,,7779000,105226000
LSAQ,LifeSci Acquisition II Corp.,10.51,0.13,+1.25%,670,"35,216",105.219M,,35216,105219000
FNGWF,5G Networks Limited,0.9250,-0.0291,-3.05%,"39,640","120,126",105.204M,,120126,105204000
BUDZ,"WEED, Inc.",0.9300,0.02,+2.20%,"61,167","554,475",105.065M,,554475,105065000
BWEN,"Broadwind, Inc.",6.19,-0.15,-2.37%,"784,984","854,353",104.844M,,854353,104844000
MEDXF,Medexus Pharmaceuticals Inc.,5.50,0.11,+2.08%,"51,462","31,368",104.801M,,31368,104801000
INPX,Inpixon,1.2100,0.04,+3.42%,3.701M,10.244M,104.583M,,10244000,104583000
INPX,Inpixon,1.2100,0.04,+3.42%,3.701M,10.244M,104.583M,,10244000,104583000
VIZSF,Vizsla Silver Corp.,1.1400,0.0629,+5.84%,"26,827","136,819",104.403M,,136819,104403000
NAII,"Natural Alternatives International, Inc.",16.40,0.3,+1.83%,"31,815","39,103",104.241M,29.17,39103,104241000
AESE,Allied Esports Entertainment Inc.,2.6600,0.24,+9.92%,5.842M,5.257M,104.111M,,5257000,104111000
QUISF,"Quisitive Technology Solutions, Inc.",1.2354,0.0507,+4.28%,"45,362","70,121",104.106M,,70121,104106000
KNWN,"Know Labs, Inc.",3.9500,0.0,0.00%,"90,463","84,783",103.891M,,84783,103891000
CTGL,Citrine Global Corp.,0.1100,-0.0132,-10.71%,"2,400","35,856",103.682M,,35856,103682000
OBLG,Oblong Inc.,3.8800,0.32,+8.99%,"63,099","285,065",103.279M,,285065,103279000
ISUN,"iSun, Inc.",12.90,0.35,+2.81%,"351,726",1.305M,103.215M,,1305000,103215000
ELMD,"Electromed, Inc.",11.95,-0.06,-0.50%,"22,844","63,520",103.189M,29.15,63520,103189000
SHWZ,"Medicine Man Technologies, Inc.",2.4600,-0.1,-3.91%,"44,248","222,171",103.155M,,222171,103155000
BPT,BP Prudhoe Bay Royalty Trust,4.8200,0.35,+7.83%,"240,646","410,040",103.148M,6.76,410040,103148000
IRIX,IRIDEX Corporation,7.42,0.12,+1.60%,"47,792","560,883",103.077M,,560883,103077000
PGTK,Pacific Green Technologies Inc.,2.1900,0.0,0.00%,"23,956","79,795",102.676M,,79795,102676000
SINO,"Sino-Global Shipping America, Ltd.",7.10,0.38,+5.65%,1.992M,2.714M,102.574M,,2714000,102574000
NINE,"Nine Energy Service, Inc.",3.2500,-0.18,-5.25%,"179,616","207,676",102.555M,,207676,102555000
GENMF,Generation Mining Limited,0.7500,0.012,+1.63%,"61,189","107,569",102.55M,,107569,102550000
LGIQ,"Logiq, Inc.",7.50,1.0,+15.38%,"76,567","93,768",102.538M,,93768,102538000
ACKRF,American Creek Resources Ltd.,0.2700,0.01,+3.85%,"104,290","137,788",102.486M,,137788,102486000
EXD,Eaton Vance Tax-Advantaged Bond and Option Strategies Fund,10.53,0.18,+1.74%,"21,901","40,468",102.474M,,40468,102474000
VGZ,Vista Gold Corp.,0.9893,0.0164,+1.69%,"185,406","711,358",102.272M,247.32,711358,102272000
CCLP,CSI Compressco LP,2.1200,0.0,0.00%,"70,366","207,826",101.699M,,207826,101699000
ARC,"ARC Document Solutions, Inc.",2.3750,0.135,+6.03%,"364,790","299,060",101.631M,16.96,299060,101631000
IQST,iQSTEL Inc.,1.1900,-0.05,-4.03%,1.682M,5.17M,101.595M,,5170000,101595000
LUB,"Luby's, Inc.",3.3000,0.0,0.00%,"33,374","81,211",101.449M,,81211,101449000
FAM,First Trust/Aberdeen Global Opportunity Income Fund,9.98,0.07,+0.71%,"24,856","60,843",101.165M,998.00,60843,101165000
LWAY,"Lifeway Foods, Inc.",6.42,0.22,+3.52%,"7,725","38,618",101.078M,25.07,38618,101078000
DTEA,DAVIDsTEA Inc.,3.8500,0.25,+6.94%,"115,235",1.005M,100.989M,,1004999,100989000
AZMCF,Arizona Metals Corp.,1.3500,0.04,+3.05%,"64,257","182,573",100.875M,,182573,100875000
LIVK,LIV Capital Acquisition Corp.,9.95,0.02,+0.20%,1,"27,923",100.818M,,27923,100818000
SOLI,"Solei Systems, Inc.",0.4900,0.09,+22.50%,614,"33,259",100.778M,,33259,100778000
RDNAF,DeFi Technologies Inc.,1.7500,-0.2,-10.26%,"35,472","75,804",100.766M,,75804,100766000
HBP,"Huttig Building Products, Inc.",3.6700,0.05,+1.38%,"44,979","72,855",100.5M,,72855,100500000
TNGZF,TNG Limited,0.0720,0.0,0.00%,"16,000","116,388",99.981M,,116388,99981000
GNT,"GAMCO Natural Resources, Gold & Income Trust",5.02,0.01,+0.20%,"141,936","80,191",99.961M,,80191,99961000
VJET,voxeljet AG,16.94,1.59,+10.36%,"63,401","160,556",99.956M,,160556,99956000
CCRC,"China Customer Relations Centers, Inc.",5.45,0.23,+4.41%,"141,177","582,556",99.896M,5.44,582556,99896000
ANXGF,Anaconda Mining Inc.,0.6196,-0.0061,-0.98%,"11,495","92,692",99.636M,51.63,92692,99636000
RCAT,"Red Cat Holdings, Inc.",4.8000,-0.25,-4.95%,"12,462","54,006",99.463M,,54006,99463000
CMT,"Core Molding Technologies, Inc.",12.45,-0.38,-2.96%,"62,032","32,055",99.25M,32.76,32055,99250000
RGLSF,Regulus Resources Inc.,0.9554,-0.0373,-3.76%,"5,100","45,159",99.198M,,45159,99198000
INND,"InnerScope Hearing Technologies, Inc.",0.0287,-0.0031,-9.78%,106.638M,292.008M,99.191M,,292008000,99191000
CEMI,"Chembio Diagnostics, Inc.",4.9000,0.2,+4.26%,"410,315","996,501",98.863M,,996501,98863000
NVOS,"Novo Integrated Sciences, Inc.",4.1500,0.23,+5.87%,"74,089",3.215M,98.741M,,3215000,98741000
ECOR,"electroCore, Inc.",2.1680,0.038,+1.78%,"624,435",4.302M,98.545M,,4302000,98545000
AVCO,Avalon GloboCare Corp.,1.2100,0.03,+2.54%,"119,801","379,546",98.493M,,379546,98493000
RTSL,"Rapid Therapeutic Science Laboratories, Inc.",0.5450,-0.035,-6.03%,"9,765","35,906",98.294M,,35906,98294000
TAOP,Taoping Inc.,10.31,-0.15,-1.48%,"181,481",2.538M,98.248M,,2538000,98248000
NRBO,"NeuroBo Pharmaceuticals, Inc.",4.4300,0.0,0.00%,"111,170","421,711",98.218M,,421711,98218000
MEDIF,MediPharm Labs Corp.,0.3780,-0.0068,-1.77%,"797,501",1.357M,98.162M,,1357000,98162000
ICNAF,Icanic Brands Company Inc.,0.4460,0.0401,+9.88%,"984,945",1.04M,97.759M,,1040000,97759000
SNANF,Sona Nanotech Inc.,1.5706,-0.0289,-1.81%,"2,558","43,470",97.428M,,43470,97428000
CYDVF,Cypress Development Corp.,0.9910,0.011,+1.12%,"80,322","440,961",97.353M,,440961,97353000
EVOK,"Evoke Pharma, Inc.",3.1000,0.2,+6.90%,"263,702","642,283",97.31M,,642283,97310000
ITAC,"Industrial Tech Acquisitions, Inc.",10.05,-0.01,-0.08%,"29,577","72,545",97.282M,,72545,97282000
NXTTF,Namaste Technologies Inc.,0.2452,0.0042,+1.73%,"274,997",1.638M,96.996M,,1638000,96996000
PFMT,Performant Financial Corporation,1.7700,0.22,+14.19%,1.046M,"642,630",96.919M,,642630,96919000
USAP,"Universal Stainless & Alloy Products, Inc.",10.91,0.12,+1.10%,"14,317","58,918",96.912M,,58918,96912000
GAXY,"Galaxy Next Generation, Inc.",0.0350,-0.0022,-5.91%,24.703M,106.672M,96.806M,,106672000,96806000
WLMS,Williams Industrial Services Group Inc.,3.8200,0.35,+10.09%,"209,508","60,895",96.785M,33.51,60895,96785000
EXN,Excellon Resources Inc.,3.0600,-0.04,-1.29%,"15,941","78,251",96.526M,,78251,96526000
DDEJF,Dundee Corporation,1.0800,-0.0055,-0.51%,"1,500","60,701",96.4M,,60701,96400000
EEENF,88 Energy Limited,0.0095,0.0021,+28.38%,111.787M,2.538M,96.353M,,2538000,96353000
WYY,WidePoint Corporation,11.39,0.62,+5.76%,"127,654","303,083",96.345M,48.06,303083,96345000
GEN,"Genesis Healthcare, Inc.",0.5769,0.0069,+1.21%,4.511M,6.198M,96.225M,,6198000,96225000
VPER,"Viper Networks, Inc.",0.0162,-0.0022,-11.96%,79.586M,237.995M,96.047M,,237995000,96047000
TOPS,Top Ships Inc.,2.4100,-0.03,-1.23%,3.715M,5.982M,95.995M,,5982000,95995000
LOVFF,Cannara Biotech Inc.,0.1272,-0.0004,-0.31%,"124,750","60,424",95.949M,,60424,95949000
VBLT,Vascular Biogenics Ltd.,1.9900,0.05,+2.58%,"247,014",1.121M,95.893M,,1121000,95893000
DSS,"Document Security Systems, Inc.",3.4610,0.161,+4.88%,1.036M,3.258M,95.766M,4.79,3258000,95766000
GLV,Clough Global Dividend and Income Fund,11.38,0.14,+1.25%,"16,806","59,643",95.68M,,59643,95680000
ATAO,Altair International Corp.,0.1750,-0.015,-7.89%,1.226M,3.596M,95.6M,,3596000,95600000
BHSE,Bull Horn Holdings Corp.,9.90,0.01,+0.10%,"5,964","110,873",95.597M,,110873,95597000
ADXS,"Advaxis, Inc.",0.8231,0.0231,+2.89%,3.555M,14.459M,95.588M,,14459000,95588000
DNCVF,Defiance Silver Corp.,0.5100,-0.009,-1.73%,"132,973","320,295",95.539M,,320295,95539000
HRTFF,Harte Gold Corp.,0.1117,-0.0035,-3.04%,"3,800","81,240",95.52M,,81240,95520000
BXRX,"Baudax Bio, Inc.",1.3600,0.05,+3.82%,1.188M,6.235M,95.394M,,6235000,95394000
INTV,"Integrated Ventures, Inc.",0.6200,-0.017,-2.67%,2.083M,7.118M,95.263M,,7118000,95263000
AEI,Alset EHome International Inc.,11.10,-0.21,-1.86%,"197,207","385,808",95.127M,,385808,95127000
CPSS,"Consumer Portfolio Services, Inc.",4.2100,-0.09,-2.09%,"18,778","30,285",94.999M,4.68,30285,94999000
TFECF,Thin Film Electronics ASA,0.1000,-0.01,-9.09%,"40,000","34,915",94.862M,,34915,94862000
PLGNF,Playgon Games Inc.,0.5339,-0.0089,-1.64%,"398,297","119,597",94.86M,,119597,94860000
NEON,Neonode Inc.,8.27,0.02,+0.24%,"59,781","76,233",94.835M,,76233,94835000
NMTC,NeuroOne Medical Technologies Corporation,2.6600,-0.09,-3.27%,"68,514","175,025",94.698M,,175025,94698000
FOLGF,Falcon Oil & Gas Ltd.,0.0996,0.0016,+1.63%,"8,875","395,746",94.59M,,395746,94590000
PAIC,"Petra Acquisition, Inc.",10.18,0.22,+2.21%,"32,162","29,758",94.579M,,29758,94579000
CLRB,"Cellectar Biosciences, Inc.",1.8700,0.11,+6.25%,"623,114",2.429M,94.443M,,2429000,94443000
CNTMF,Cansortium Inc.,0.8200,0.05,+6.49%,"419,226","490,635",94.392M,,490635,94392000
MACK,"Merrimack Pharmaceuticals, Inc.",7.04,0.59,+9.15%,"46,422","136,275",94.197M,70.40,136275,94197000
LPTH,"LightPath Technologies, Inc.",3.5424,0.0624,+1.79%,"83,977","763,163",94.077M,75.37,763163,94077000
IPWR,Ideal Power Inc.,16.60,0.58,+3.62%,"406,840","709,408",94.054M,,709408,94054000
TEUM,Pareteum Corporation,0.5800,0.02,+3.57%,"249,634","486,431",93.957M,,486431,93957000
AZTEF,"TV Azteca, S.A.B. de C.V.",0.0314,0.0,0.00%,"2,200","28,195",93.702M,,28195,93702000
PGZ,Principal Real Estate Income Fund,13.64,0.08,+0.59%,"14,480","40,813",93.657M,,40813,93657000
LNSR,"LENSAR, Inc.",8.79,-0.1,-1.12%,"5,880","50,928",93.515M,,50928,93515000
NREF,"NexPoint Real Estate Finance, Inc.",18.60,-0.15,-0.80%,"46,094","30,963",93.42M,,30963,93420000
SYNL,Synalloy Corporation,10.14,0.39,+4.00%,"17,091","36,243",93.309M,,36243,93309000
EPSN,Epsilon Energy Ltd.,3.9070,0.017,+0.44%,"4,528","35,943",93.218M,68.54,35943,93218000
ETTX,Entasis Therapeutics Holdings Inc.,2.6100,-0.01,-0.38%,"93,720","573,098",92.591M,,573098,92591000
ELYS,"Elys Game Technology, Corp.",5.53,0.01,+0.18%,"508,245",1.626M,92.35M,,1626000,92350000
CBLI,"Cleveland BioLabs, Inc.",6.00,0.15,+2.56%,"74,067","482,221",92.257M,,482221,92257000
TRIB,Trinity Biotech plc,4.4100,0.09,+2.08%,"80,627","480,331",92.176M,,480331,92176000
SMM,Salient Midstream & MLP Fund,5.20,0.01,+0.19%,"21,640","109,536",92.156M,,109536,92156000
MEEC,Midwest Energy Emissions Corp.,1.1800,0.06,+5.36%,"90,476","376,463",92.096M,,376463,92096000
MITO,Stealth BioTherapeutics Corp,1.6600,0.03,+1.84%,"151,558","554,135",92.021M,,554135,92021000
OSIIF,Osino Resources Corp.,0.8814,0.0164,+1.90%,"28,430","76,224",91.756M,,76224,91756000
PDEX,"Pro-Dex, Inc.",23.65,0.99,+4.37%,"18,860","38,476",91.304M,17.86,38476,91304000
NOSOF,Noront Resources Ltd.,0.2084,0.0,0.00%,"4,999","37,330",91.13M,,37330,91130000
AIM,AIM ImmunoTech Inc.,2.2389,0.0789,+3.65%,"618,341",3.927M,91.093M,,3927000,91093000
QUIK,QuickLogic Corporation,8.22,1.14,+16.10%,"220,979","497,548",90.983M,,497548,90983000
SLBG,Slinger Bag Inc.,3.4000,0.0,0.00%,"7,826","59,023",90.939M,,59023,90939000
EDTXF,Spectral Medical Inc.,0.4000,0.01,+2.56%,"3,080","36,930",90.937M,,36930,90937000
RCGCF,RosCan Gold Corporation,0.3630,0.0263,+7.81%,"477,970","356,290",90.877M,,356290,90877000
